a,k,k h,Omega_cdm,Omega_b,Omega_m,A_s,h,k_horizon,sigma8,delta_cdm,delta_b,delta_m,delta_prime_cdm,delta_prime_b,delta_prime_m
0.03120375,0.4265155,0.6561776923076923,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1355.6520000000000437,-1207.5730000000000928,-1331.6250223974860777,-42424.81596271860326,-42105.934243751180475,-42373.074906123932976
0.03123953,0.311127,0.47865692307692304,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1185.7560000000000855,-1056.2609999999999673,-1164.7444219596462885,-37065.94629474740941,-36786.88335826923867,-37020.66614749862419
0.03127974,0.3842579,0.591166,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1301.4970000000000709,-1159.6949999999999363,-1278.4885148130951769,-40633.39662413427868,-40329.177883403644955,-40584.034750608657
0.03131617,0.07354966,0.11315332307692308,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-501.44709999999997763,-437.36230000000000473,-491.048839245527122,-15590.090504080215396,-15444.345194325018383,-15566.442185998923066
0.03132744,0.3510935,0.5401438461538461,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1254.2110000000000127,-1117.7529999999999291,-1232.0696206708321097,-39098.750787101409514,-38806.48387443705724,-39051.32819129415103
0.03135837,0.3367221,0.518034,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1232.7110000000000127,-1098.7519999999999527,-1210.9751029946503619,-38391.57316180820635,-38105.342813644987473,-38345.13004587361931
0.03143961,0.02634401,0.040529246153846156,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-196.370900000000006,-167.19820000000001414,-191.63740092514902452,-6054.1157261738153466,-5975.3921912613986933,-6041.3422160195637245
0.03163664,0.2115515,0.32546384615384616,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1000.32200000000000273,-896.09019999999998163,-983.40957403771151474,-30901.902611362351308,-30686.886618250759057,-30867.014582332748338
0.03172373,0.1168502,0.17976953846153845,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-707.41430000000002565,-627.008199999999988,-694.36778048132756397,-21761.687477619580022,-21591.883879643693945,-21734.13551383407828
0.0317448,0.08404437,0.12929903076923074,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-580.30570000000000164,-531.5041999999999689,-572.3872743794252553,-17915.756015880982886,-17834.239081053579866,-17902.529254710771076
0.03176774,0.07111046,0.10940070769230768,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-492.86369999999999436,-426.0717999999999961,-482.02619106673226673,-15090.025815073307967,-14934.0672796678118175,-15064.720321133526656
0.0317977,0.2505811,0.3855093846153846,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1091.19399999999996,-975.09739999999999327,-1072.3564173047628005,-33528.86643533368624,-33287.617636866139947,-33489.72192816242139
0.03189739,0.1520261,0.23388630769230767,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-831.1853999999999587,-732.1748999999999796,-815.12017085938104216,-25411.831132986506418,-25193.39983120852412,-25376.388943374825853
0.03198776,0.2995812,0.46089415384615384,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1193.3730000000000473,-1066.6020000000000891,-1172.8034122958131044,-36453.097853371677047,-36191.00426723295095,-36410.57111613062161
0.03208136,0.1914821,0.29458784615384614,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-954.6187999999999647,-846.9169000000000551,-937.14332313259677265,-29046.75012599501133,-28816.386290674407064,-29009.371789352558839
0.03211521,0.03087148,0.04749458461538461,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-235.26150000000001228,-201.7932999999999879,-229.83102240495643394,-7110.7936645354284337,-7030.912181140914072,-7097.8322681701390455
0.03212247,0.06196587,0.09533210769230768,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-452.085899999999981,-392.742999999999995,-442.45704966221930152,-13699.349071061657014,-13554.243524014882496,-13675.80455949085068
0.03212475,0.2340111,0.3600170769230769,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-1062.59699999999998,-946.5203999999999951,-1043.762662461416027,-32306.41709502600861,-32063.250941936701565,-32266.961482049376201
0.03228095,0.1571115,0.24170999999999998,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-860.467200000000048,-764.105199999999968,-844.8317107291820842,-26023.529854658438126,-25822.716398716049298,-25990.946298528186338
0.03239388,0.04136112,0.0636324923076923,0.2513226502018911,0.04867734979810887,0.3,2e-09,0.65,0.0066554983335033666,0.7487395865324111,-327.96769999999997935,-300.35199999999997544,-323.48683637060117185,-9918.196536575274877,-9874.3161074192103115,-9911.076593244204487
