Epoch,Train_MSE,Val_MSE,Learning_Rate
173,5.037255598892247e-07,2.2667863575179832e-07,9.071999999999997e-05
174,5.183700220535798e-07,2.8916408522830293e-07,9.071999999999997e-05
175,5.039730525613602e-07,2.4934054806598165e-07,9.071999999999997e-05
176,5.227883781136806e-07,7.0831045519945e-07,9.071999999999997e-05
177,5.060180888610886e-07,1.1462481301104502e-06,9.071999999999997e-05
178,5.133112192030663e-07,1.158038560572437e-06,9.071999999999997e-05
179,4.99656275164944e-07,1.9138016529997894e-07,5.443199999999998e-05
180,2.1303554609979954e-07,3.126677917003786e-07,5.443199999999998e-05
181,2.2837082392825104e-07,2.0095743432003454e-07,5.443199999999998e-05
182,2.2965143924949877e-07,1.5301272687908307e-07,5.443199999999998e-05
183,2.348996791482254e-07,1.8706752219537366e-07,5.443199999999998e-05
184,2.2656938179230782e-07,2.1144400107410133e-07,5.443199999999998e-05
185,2.254347476072877e-07,7.064402002335087e-07,5.443199999999998e-05
186,2.1907808835100026e-07,3.305271112223258e-07,5.443199999999998e-05
187,2.2663775654306287e-07,2.070543782346318e-07,5.443199999999998e-05
188,2.2282889416240502e-07,2.4242317495154124e-07,5.443199999999998e-05
189,2.3598630701345462e-07,1.6727816763591488e-07,5.443199999999998e-05
190,2.1579928287346999e-07,2.7670184509539556e-07,5.443199999999998e-05
191,2.2319353251609437e-07,1.0080989721446323e-07,5.443199999999998e-05
192,2.264790724943739e-07,8.619397293547472e-08,5.443199999999998e-05
193,2.212437155968564e-07,1.929190079023017e-07,5.443199999999998e-05
194,2.2848827580426257e-07,2.73042048866646e-07,5.443199999999998e-05
195,2.2354341824668907e-07,1.7728919815520277e-07,5.443199999999998e-05
196,2.2014518775546986e-07,2.671207158071229e-07,5.443199999999998e-05
197,2.2324014342567976e-07,3.070595260257082e-07,5.443199999999998e-05
198,2.1326243810656765e-07,1.0503431974957314e-06,5.443199999999998e-05
199,2.1726834124001587e-07,1.5118928216459585e-07,5.443199999999998e-05
200,2.1320688058961588e-07,2.025745257177521e-07,5.443199999999998e-05
201,2.1822591391080454e-07,4.658992992731713e-07,5.443199999999998e-05
202,2.1413733259443573e-07,1.247046014734776e-07,5.443199999999998e-05
203,2.163989771926454e-07,1.898713432143514e-07,5.443199999999998e-05
204,2.10041297254314e-07,3.2295780248456256e-07,5.443199999999998e-05
205,2.2149708483671834e-07,1.6375179036941338e-07,5.443199999999998e-05
206,2.1176347975560496e-07,8.052620927032271e-08,5.443199999999998e-05
207,2.2542634419076828e-07,1.238566596358007e-07,5.443199999999998e-05
208,2.04846455498962e-07,1.5670242582020045e-07,5.443199999999998e-05
209,2.1514137723306156e-07,1.7892570973708542e-07,5.443199999999998e-05
210,2.1528836146331408e-07,2.4057719353722147e-07,5.443199999999998e-05
211,2.0821174730843537e-07,1.9932723327070458e-07,5.443199999999998e-05
212,2.1627881722852475e-07,4.77852720058292e-07,5.443199999999998e-05
213,2.0538522762823937e-07,1.7327579376349082e-07,5.443199999999998e-05
214,2.0997401766337866e-07,1.5385168593293873e-07,5.443199999999998e-05
215,2.0656099728810228e-07,9.936046127845242e-08,5.443199999999998e-05
216,2.1121524312829956e-07,1.482350623559641e-07,5.443199999999998e-05
217,2.074214370874604e-07,1.717458857919224e-07,5.443199999999998e-05
218,2.100025680971423e-07,2.175814907250052e-07,5.443199999999998e-05
219,2.0130725150327942e-07,1.0545308827106977e-07,5.443199999999998e-05
220,2.0298567915985896e-07,1.580709703142133e-07,5.443199999999998e-05
221,2.097418337060713e-07,1.8077495105456548e-07,5.443199999999998e-05
222,2.13146460197399e-07,1.2174351418685363e-07,3.265919999999999e-05
223,9.63844223869631e-08,1.1719440348471987e-07,3.265919999999999e-05
224,1.0376233845995867e-07,2.4942974665742786e-07,3.265919999999999e-05
225,1.0322513002578725e-07,7.190830626230937e-08,3.265919999999999e-05
226,1.0326028551751046e-07,1.0237991988006879e-07,3.265919999999999e-05
227,1.0247649510903382e-07,1.807393441666484e-07,3.265919999999999e-05
228,1.0549320115146944e-07,5.8712103212069256e-08,3.265919999999999e-05
229,1.0093110515471068e-07,8.285860219018621e-08,3.265919999999999e-05
230,1.0071104224649998e-07,1.6966790432098025e-07,3.265919999999999e-05
231,1.034624132583283e-07,3.073818802787204e-07,3.265919999999999e-05
232,1.0200831992709876e-07,9.571841464043149e-08,3.265919999999999e-05
233,1.0389693406820919e-07,9.766209122755846e-08,3.265919999999999e-05
234,9.936173828406968e-08,1.2289801987416305e-07,3.265919999999999e-05
235,1.017382640858119e-07,5.5464769586404684e-08,3.265919999999999e-05
236,1.0174380932107813e-07,1.1479055776025723e-07,3.265919999999999e-05
237,9.84992373594443e-08,1.0912769348274961e-07,3.265919999999999e-05
238,1.0099801790410575e-07,6.34791803419462e-08,3.265919999999999e-05
239,9.901173343132882e-08,7.445333110631764e-08,3.265919999999999e-05
240,9.676811421543253e-08,7.673397907740797e-08,3.265919999999999e-05
241,9.857778673762713e-08,7.835097021421557e-08,3.265919999999999e-05
242,9.838981004124445e-08,1.9996589008778165e-07,3.265919999999999e-05
243,9.829244737407599e-08,9.28339419195452e-08,3.265919999999999e-05
244,9.826790688553235e-08,8.302300549763504e-08,3.265919999999999e-05
245,9.590998456357514e-08,1.1073218159271894e-07,3.265919999999999e-05
246,9.569948029154236e-08,6.396021005413793e-08,3.265919999999999e-05
247,9.712774056420978e-08,1.3258295912732642e-07,3.265919999999999e-05
248,9.501553831718827e-08,5.9196714127248495e-08,3.265919999999999e-05
249,9.563412324679371e-08,8.723345730948203e-08,3.265919999999999e-05
250,9.608640567165373e-08,5.881892352487956e-08,3.265919999999999e-05
251,9.832493912447544e-08,6.261438098210757e-08,1.959551999999999e-05
252,5.280005586228637e-08,5.556610757283627e-08,1.959551999999999e-05
253,5.5152352131522217e-08,4.8571033712101624e-08,1.959551999999999e-05
254,5.561889986573772e-08,7.789830141741776e-08,1.959551999999999e-05
255,5.61114597601281e-08,4.7059328036752095e-08,1.959551999999999e-05
256,5.504400911174899e-08,4.586982395859936e-08,1.959551999999999e-05
257,5.55888107586352e-08,3.821270750696171e-08,1.959551999999999e-05
258,5.573883036972636e-08,6.880495781227076e-08,1.959551999999999e-05
259,5.369799629194565e-08,6.005657060994372e-08,1.959551999999999e-05
260,5.391709168768866e-08,3.810270471855946e-08,1.959551999999999e-05
261,5.3915919444601984e-08,3.2132697612510746e-08,1.959551999999999e-05
262,5.372105253225884e-08,5.1620095022185866e-08,1.959551999999999e-05
263,5.377618622863807e-08,4.692358069999923e-08,1.959551999999999e-05
264,5.327815088412947e-08,5.444445499198483e-08,1.959551999999999e-05
265,5.378128260489934e-08,3.6588706326366026e-08,1.959551999999999e-05
266,5.355708119311711e-08,3.610352033354085e-08,1.959551999999999e-05
267,5.3512616937806346e-08,3.569294269974788e-08,1.959551999999999e-05
268,5.354480295851865e-08,5.6611867412009556e-08,1.959551999999999e-05
269,5.293435909731409e-08,5.6170261760260874e-08,1.959551999999999e-05
270,5.304397182466342e-08,5.583982310570981e-08,1.959551999999999e-05
271,5.3215063967625346e-08,6.38592392719086e-08,1.959551999999999e-05
272,5.21733410371721e-08,4.2140461647840123e-08,1.959551999999999e-05
273,5.245961959736768e-08,5.2233414251848864e-08,1.959551999999999e-05
274,5.243247059920726e-08,3.880848659813601e-08,1.959551999999999e-05
275,5.131151720189216e-08,5.546862835443073e-08,1.959551999999999e-05
276,5.204998267518533e-08,5.899044953845944e-08,1.959551999999999e-05
277,5.298161175041067e-08,3.5345401901415495e-08,1.1757311999999994e-05
278,3.390910024152362e-08,3.4621565164707285e-08,1.1757311999999994e-05
279,3.489629056759188e-08,2.8576356792157238e-08,1.1757311999999994e-05
280,3.51074288802559e-08,4.243502892945643e-08,1.1757311999999994e-05
281,3.437255442802937e-08,3.427546308084161e-08,1.1757311999999994e-05
282,3.41968818771794e-08,3.417554515013393e-08,1.1757311999999994e-05
283,3.45931449992211e-08,2.8687507082329902e-08,1.1757311999999994e-05
284,3.452722514998014e-08,3.694785174261482e-08,1.1757311999999994e-05
285,3.4378451396223246e-08,3.776663363978379e-08,1.1757311999999994e-05
286,3.439262191778357e-08,3.0748471378582984e-08,1.1757311999999994e-05
287,3.4128843025341645e-08,4.234223976426944e-08,1.1757311999999994e-05
288,3.375313986897549e-08,3.3970096394632614e-08,1.1757311999999994e-05
289,3.353515519300605e-08,2.9319709700913147e-08,1.1757311999999994e-05
290,3.376106316080703e-08,4.392581621950505e-08,1.1757311999999994e-05
291,3.405825637108865e-08,2.7167982366029178e-08,1.1757311999999994e-05
292,3.347290284557298e-08,3.1848267466305684e-08,1.1757311999999994e-05
293,3.360664782611892e-08,2.8988823146782788e-08,1.1757311999999994e-05
294,3.332631098295114e-08,2.7392826943788168e-08,1.1757311999999994e-05
295,3.339319310753813e-08,3.893480968850522e-08,1.1757311999999994e-05
296,3.3255009280874936e-08,4.2350866558769805e-08,1.1757311999999994e-05
297,3.3119223141932006e-08,3.533216611657039e-08,1.1757311999999994e-05
298,3.3033561569587384e-08,2.935044030248569e-08,1.1757311999999994e-05
299,3.306311253401725e-08,4.1889982299926585e-08,1.1757311999999994e-05
300,3.214093245668016e-08,4.97452541183138e-08,1.1757311999999994e-05
301,3.2711803921043876e-08,2.574695952452847e-08,1.1757311999999994e-05
302,3.229864279622238e-08,4.275202079920561e-08,1.1757311999999994e-05
303,3.250219948194629e-08,3.7439180398652205e-08,1.1757311999999994e-05
304,3.262721386471066e-08,2.705548491181185e-08,1.1757311999999994e-05
305,3.2335604149181843e-08,3.314776012691487e-08,1.1757311999999994e-05
306,3.1687264028929136e-08,4.494133790794911e-08,1.1757311999999994e-05
307,3.251269722175671e-08,2.7949296912334445e-08,1.1757311999999994e-05
308,3.163978259183301e-08,2.183184849132319e-08,1.1757311999999994e-05
309,3.195122564468845e-08,4.923868131977462e-08,1.1757311999999994e-05
310,3.184834433215409e-08,7.20815687278982e-08,1.1757311999999994e-05
311,3.186209495832541e-08,3.0201734069363015e-08,1.1757311999999994e-05
312,3.1109153147018447e-08,2.8358204436672937e-08,1.1757311999999994e-05
313,3.173296974447562e-08,2.7936119357943902e-08,1.1757311999999994e-05
314,3.178064548037301e-08,2.3743828629946022e-08,1.1757311999999994e-05
315,3.102529983319332e-08,3.2635630257341086e-08,1.1757311999999994e-05
316,3.131702658716327e-08,4.256136919000878e-08,1.1757311999999994e-05
317,3.14990716759208e-08,2.9656487658447256e-08,1.1757311999999994e-05
318,3.184007464754961e-08,3.458209272532445e-08,1.1757311999999994e-05
319,3.0836489605746255e-08,3.697396373149936e-08,1.1757311999999994e-05
320,3.1251682787114557e-08,3.6031841633445305e-08,1.1757311999999994e-05
321,3.088765026294684e-08,4.39387152402677e-08,1.1757311999999994e-05
322,3.123540146003025e-08,2.8408501688843747e-08,1.1757311999999994e-05
323,3.091900540800393e-08,2.7404233635452723e-08,1.1757311999999994e-05
324,3.0634559024794584e-08,2.5964293030365593e-08,7.0543871999999965e-06
325,2.302877218066691e-08,2.694301526476656e-08,7.0543871999999965e-06
326,2.3326015838969982e-08,2.243521563032013e-08,7.0543871999999965e-06
327,2.3323874091174782e-08,2.1525755659375853e-08,7.0543871999999965e-06
328,2.3375259341420643e-08,2.1305814922120806e-08,7.0543871999999965e-06
329,2.2924401280177296e-08,2.465656731412569e-08,7.0543871999999965e-06
330,2.308210311301599e-08,2.6667379165582462e-08,7.0543871999999965e-06
331,2.291422545543674e-08,2.1490790612184817e-08,7.0543871999999965e-06
332,2.2877864933676183e-08,2.9789633856862026e-08,7.0543871999999965e-06
333,2.300004784707252e-08,2.2424030824877473e-08,7.0543871999999965e-06
334,2.269512802868163e-08,2.5930450742783834e-08,7.0543871999999965e-06
335,2.2770666518213406e-08,1.9904829768070227e-08,7.0543871999999965e-06
336,2.2861252222466576e-08,2.596775145499209e-08,7.0543871999999965e-06
337,2.263824207422391e-08,3.142235537483889e-08,7.0543871999999965e-06
338,2.2730586299470173e-08,2.0200070118429686e-08,7.0543871999999965e-06
339,2.257738568870515e-08,2.2469923053991294e-08,7.0543871999999965e-06
340,2.2432953535856483e-08,2.03904050923521e-08,7.0543871999999965e-06
341,2.2629878740401722e-08,2.4646709357318154e-08,7.0543871999999965e-06
342,2.2632594406330034e-08,2.2197942659287068e-08,7.0543871999999965e-06
343,2.2510081561323606e-08,2.1771844673706823e-08,7.0543871999999965e-06
344,2.2295780844099926e-08,3.843376002613619e-08,7.0543871999999965e-06
345,2.2161229683221165e-08,2.0564219906348744e-08,7.0543871999999965e-06
346,2.2543531576823272e-08,2.0963844196566937e-08,7.0543871999999965e-06
347,2.2402548702276698e-08,1.868319279513418e-08,7.0543871999999965e-06
348,2.214441431627638e-08,2.5185985824281447e-08,7.0543871999999965e-06
349,2.2081157712055793e-08,2.0926174463887246e-08,7.0543871999999965e-06
350,2.229186652702653e-08,2.4782126315915182e-08,7.0543871999999965e-06
351,2.2110270796664968e-08,4.3135063677634404e-08,7.0543871999999965e-06
352,2.2006741470243688e-08,3.8521833489403536e-08,7.0543871999999965e-06
353,2.190538677842382e-08,2.601106483017023e-08,7.0543871999999965e-06
354,2.1798105151282935e-08,2.486076640095679e-08,7.0543871999999965e-06
355,2.1776571217513964e-08,1.7327519121740396e-08,7.0543871999999965e-06
356,2.179911403713995e-08,1.6146564201859332e-08,7.0543871999999965e-06
357,2.1526545460658404e-08,1.8000898022368837e-08,7.0543871999999965e-06
358,2.1780050669669826e-08,2.1987222448887683e-08,7.0543871999999965e-06
359,2.1568237106008232e-08,2.505671245766744e-08,7.0543871999999965e-06
360,2.1800509606768846e-08,2.328567635339214e-08,7.0543871999999965e-06
361,2.15052329235375e-08,2.0474644665891082e-08,7.0543871999999965e-06
362,2.1497478675835155e-08,2.871956365770234e-08,7.0543871999999965e-06
363,2.1497302932571695e-08,2.3330866421188482e-08,7.0543871999999965e-06
364,2.137947555058145e-08,1.9601069826552806e-08,7.0543871999999965e-06
365,2.154393962269172e-08,2.2459831885778305e-08,7.0543871999999965e-06
366,2.1290815723411687e-08,2.4497164267908213e-08,7.0543871999999965e-06
367,2.1272907514027236e-08,1.7541759190220864e-08,7.0543871999999965e-06
368,2.1144017632935827e-08,1.7635345969277688e-08,7.0543871999999965e-06
369,2.1141487853395237e-08,2.0951331524341608e-08,7.0543871999999965e-06
370,2.1252813992162952e-08,1.6781489627428687e-08,7.0543871999999965e-06
371,2.110671756477264e-08,2.407646641276344e-08,7.0543871999999965e-06
372,2.121524654961736e-08,3.936666967710442e-08,4.232632319999998e-06
373,1.731019752865559e-08,1.662491226412341e-08,4.232632319999998e-06
374,1.747154783213247e-08,1.722475663358846e-08,4.232632319999998e-06
375,1.7343081625361534e-08,2.062352060179687e-08,4.232632319999998e-06
376,1.747773678104485e-08,1.7594351702142176e-08,4.232632319999998e-06
377,1.734763811412622e-08,2.398688278663518e-08,4.232632319999998e-06
378,1.741408082459028e-08,1.581857432545272e-08,4.232632319999998e-06
379,1.7338258101337896e-08,1.6048021085415794e-08,4.232632319999998e-06
380,1.7300027265448957e-08,1.5924104983006952e-08,4.232632319999998e-06
381,1.7231252787996777e-08,1.6210717392367427e-08,4.232632319999998e-06
382,1.7195370862191318e-08,1.832215620283452e-08,4.232632319999998e-06
383,1.7232411942226772e-08,1.7591982657046644e-08,4.232632319999998e-06
384,1.7132818126914245e-08,1.5760208131699055e-08,4.232632319999998e-06
385,1.7208287375889614e-08,1.7990893133640568e-08,4.232632319999998e-06
386,1.7149275517148358e-08,1.9161686595333605e-08,4.232632319999998e-06
387,1.7210397014242357e-08,2.0283830879676565e-08,4.232632319999998e-06
388,1.7081658580244473e-08,1.611238822185026e-08,4.232632319999998e-06
389,1.7017699493723515e-08,2.1876810196093448e-08,4.232632319999998e-06
390,1.711312108824593e-08,1.800846288437689e-08,4.232632319999998e-06
391,1.698878244905392e-08,2.1834820181496918e-08,4.232632319999998e-06
392,1.6929817026501508e-08,1.8347711729730002e-08,4.232632319999998e-06
393,1.6906856906835403e-08,1.7820162081917697e-08,4.232632319999998e-06
